Book_Title,Author_Name,Author_Url,Description,Rating,Rating_Counts,Reviews_Counts,Num_Pages,Book_Format,Time_publish,Publisher,ISBN,Language,Genres,Book_Url,Book_ID
They Called Us Enemy,George Takei,https://www.goodreads.com/author/show/260482.George_Takei,"A graphic memoir recounting actor/author/activist George Takei's childhood imprisoned within American concentration camps during World War II. Experience the forces that shaped an American icon -- and America itself.Long before George Takei braved new frontiers in Star Trek, he woke up as a four-year-old boy to find his own birth country at war with his father's -- and their entire family forced from their home into an uncertain future.In 1942, at the order of President Franklin D. Roosevelt, every person of Japanese descent on the west coast was rounded up and shipped to one of ten ""relocation centers,"" hundreds or thousands of miles from home, where they would be held for years under armed guard.They Called Us Enemy is Takei's firsthand account of those years behind barbed wire, the joys and terrors of growing up under legalized racism, his mother's hard choices, his father's faith in democracy, and the way those experiences planted the seeds for his astonishing future.",4.38,20208.0,3158.0,208.0,Paperback,July 16th 2019,Top Shelf Productions,1603094504,English,"{""Sequential Art"": 323.0, ""Nonfiction"": 802.0, ""Autobiography"": 647.0, ""History"": 573.0, ""Biography"": 280.0, ""Historical"": 161.0, ""War"": 123.0, ""Biography Memoir"": 128.0}",https://www.goodreads.com/book/show/42527866-they-called-us-enemy,960
On the Come Up,Angie Thomas,https://www.goodreads.com/author/show/15049422.Angie_Thomas,"Sixteen-year-old Bri wants to be one of the greatest rappers of all time. Or at least make it out of her neighborhood one day. As the daughter of an underground rap legend who died before he hit big, Bri’s got big shoes to fill. But now that her mom has unexpectedly lost her job, food banks and shutoff notices are as much a part of Bri’s life as beats and rhymes. With bills piling up and homelessness staring her family down, Bri no longer just wants to make it—she has to make it.On the Come Up is Angie Thomas’s homage to hip-hop, the art that sparked her passion for storytelling and continues to inspire her to this day. It is the story of fighting for your dreams, even as the odds are stacked against you; of the struggle to become who you are and not who everyone expects you to be; and of the desperate realities of poor and working-class black families.",4.3,66082.0,9713.0,464.0,Hardcover,February 5th 2019,Balzer + Bray,0062498568,English,"{""Young Adult"": 136.0, ""Contemporary"": 1475.0, ""Fiction"": 1046.0, ""Audiobook"": 527.0, ""Realistic Fiction"": 395.0, ""Music"": 208.0, ""Cultural"": 127.0, ""Family"": 122.0}",https://www.goodreads.com/book/show/35887567-on-the-come-up,961
Truly Devious,Maureen Johnson,https://www.goodreads.com/author/show/10317.Maureen_Johnson,"Ellingham Academy is a famous private school in Vermont for the brightest thinkers, inventors, and artists. It was founded by Albert Ellingham, an early twentieth century tycoon, who wanted to make a wonderful place full of riddles, twisting pathways, and gardens. “A place,” he said, “where learning is a game.”Shortly after the school opened, his wife and daughter were kidnapped. The only real clue was a mocking riddle listing methods of murder, signed with the frightening pseudonym “Truly, Devious.” It became one of the great unsolved crimes of American history.True-crime aficionado Stevie Bell is set to begin her first year at Ellingham Academy, and she has an ambitious plan: She will solve this cold case. That is, she will solve the case when she gets a grip on her demanding new school life and her housemates: the inventor, the novelist, the actor, the artist, and the jokester. But something strange is happening. Truly Devious makes a surprise return, and death revisits Ellingham Academy. The past has crawled out of its grave. Someone has gotten away with murder. The two interwoven mysteries of this first book in the Truly Devious series dovetail brilliantly, and Stevie Bell will continue her relentless quest for the murderers in books two and three.New York Times bestselling author Maureen Johnson weaves a delicate tale of murder and mystery in the first book of a striking new series, perfect for fans of Agatha Christie and E. Lockhart.",4.02,54187.0,9808.0,416.0,Hardcover,January 16th 2018,HarperCollins,,English,"{""Mystery"": 203.0, ""Young Adult"": 108.0, ""Contemporary"": 789.0, ""Thriller"": 459.0, ""Fiction"": 534.0, ""Audiobook"": 286.0, ""School Stories"": 117.0}",https://www.goodreads.com/book/show/29589074-truly-devious,962
The Bone Shard Daughter,Andrea Stewart,https://www.goodreads.com/author/show/800052.Andrea_Stewart,"In an empire controlled by bone shard magic, Lin, the former heir to the emperor will fight to reclaim her magic and her place on the throne.The emperor's reign has lasted for decades, his mastery of bone shard magic powering the animal-like constructs that maintain law and order. But now his rule is failing, and revolution is sweeping across the Empire's many islands.Lin is the emperor's daughter and spends her days trapped in a palace of locked doors and dark secrets. When her father refuses to recognise her as heir to the throne, she vows to prove her worth by mastering the forbidden art of bone shard magic.Yet such power carries a great cost, and when the revolution reaches the gates of the palace, Lin must decide how far she is willing to go to claim her birthright - and save her people.",4.17,2888.0,859.0,438.0,Hardcover,September 8th 2020,Orbit,0316541427,English,"{""Fantasy"": 45.0, ""LGBT"": 141.0, ""Adult"": 116.0, ""Fiction"": 99.0, ""GLBT"": 50.0, ""Young Adult"": 29.0, ""Science Fiction Fantasy"": 25.0, ""Adult Fiction"": 17.0}",https://www.goodreads.com/book/show/50706646-the-bone-shard-daughter,963
The Midnight Library,Matt Haig,https://www.goodreads.com/author/show/76360.Matt_Haig,"Somewhere out beyond the edge of the universe there is a library that contains an infinite number of books, each one the story of another reality. One tells the story of your life as it is, along with another book for the other life you could have lived if you had made a different choice at any point in your life. While we all wonder how our lives might have been, what if you had the chance to go to the library and see for yourself? Would any of these other lives truly be better?In The Midnight Library, Matt Haig's enchanting new novel, Nora Seed finds herself faced with this decision. Faced with the possibility of changing her life for a new one, following a different career, undoing old breakups, realizing her dreams of becoming a glaciologist; she must search within herself as she travels through the Midnight Library to decide what is truly fulfilling in life, and what makes it worth living in the first place.",4.24,66633.0,10225.0,288.0,Hardcover,September 29th 2020,Viking,,English,"{""Fiction"": 2119.0, ""Fantasy"": 1644.0, ""Contemporary"": 439.0, ""Audiobook"": 292.0, ""Magical Realism"": 245.0, ""Writing"": 237.0, ""Adult"": 235.0, ""Science Fiction"": 238.0, ""Health"": 193.0, ""Adult Fiction"": 154.0}",https://www.goodreads.com/book/show/52578297-the-midnight-library,964
The House in the Cerulean Sea,T.J. Klune,https://www.goodreads.com/author/show/5073330.T_J_Klune,"A magical island. A dangerous task. A burning secret.Linus Baker leads a quiet, solitary life. At forty, he lives in a tiny house with a devious cat and his old records. As a Case Worker at the Department in Charge Of Magical Youth, he spends his days overseeing the well-being of children in government-sanctioned orphanages.When Linus is unexpectedly summoned by Extremely Upper Management he's given a curious and highly classified assignment: travel to Marsyas Island Orphanage, where six dangerous children reside: a gnome, a sprite, a wyvern, an unidentifiable green blob, a were-Pomeranian, and the Antichrist. Linus must set aside his fears and determine whether or not they’re likely to bring about the end of days.But the children aren’t the only secret the island keeps. Their caretaker is the charming and enigmatic Arthur Parnassus, who will do anything to keep his wards safe. As Arthur and Linus grow closer, long-held secrets are exposed, and Linus must make a choice: destroy a home or watch the world burn.An enchanting story, masterfully told, The House in the Cerulean Sea is about the profound experience of discovering an unlikely family in an unexpected place—and realizing that family is yours.",4.52,33011.0,8856.0,393.0,Kindle Edition,March 17th 2020,Tor Books,,English,"{""Fantasy"": 166.0, ""Fiction"": 695.0, ""LGBT"": 683.0, ""Romance"": 150.0, ""Adult"": 333.0, ""Audiobook"": 269.0, ""Young Adult"": 245.0, ""GLBT"": 243.0}",https://www.goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea,965
In an Absent Dream,Seanan McGuire,https://www.goodreads.com/author/show/2860219.Seanan_McGuire,"This fourth entry and prequel tells the story of Lundy, a very serious young girl who would rather study and dream than become a respectable housewife and live up to the expectations of the world around her. As well she should.When she finds a doorway to a world founded on logic and reason, riddles and lies, she thinks she's found her paradise. Alas, everything costs at the goblin market, and when her time there is drawing to a close, she makes the kind of bargain that never plays out well.",4.18,18359.0,3816.0,187.0,Kindle Edition,January 8th 2019,Tor.com,,English,"{""Fantasy"": 74.0, ""Young Adult"": 64.0, ""Audiobook"": 272.0, ""Fiction"": 267.0, ""Novella"": 211.0, ""Adult"": 95.0, ""Magical Realism"": 73.0}",https://www.goodreads.com/book/show/38244358-in-an-absent-dream,966
Sorcery of Thorns,Margaret  Rogerson,https://www.goodreads.com/author/show/15455603.Margaret_Rogerson,"All sorcerers are evil. Elisabeth has known that as long as she has known anything. Raised as a foundling in one of Austermeer’s Great Libraries, Elisabeth has grown up among the tools of sorcery—magical grimoires that whisper on shelves and rattle beneath iron chains. If provoked, they transform into grotesque monsters of ink and leather. She hopes to become a warden, charged with protecting the kingdom from their power.Then an act of sabotage releases the library’s most dangerous grimoire. Elisabeth’s desperate intervention implicates her in the crime, and she is torn from her home to face justice in the capital. With no one to turn to but her sworn enemy, the sorcerer Nathaniel Thorn, and his mysterious demonic servant, she finds herself entangled in a centuries-old conspiracy. Not only could the Great Libraries go up in flames, but the world along with them.As her alliance with Nathaniel grows stronger, Elisabeth starts to question everything she’s been taught—about sorcerers, about the libraries she loves, even about herself. For Elisabeth has a power she has never guessed, and a future she could never have imagined.",4.11,47394.0,9090.0,453.0,Hardcover,June 4th 2019,Margaret K. McElderry Books,1481497618,English,"{""Fantasy"": 165.0, ""Young Adult"": 497.0, ""Romance"": 651.0, ""Fiction"": 330.0, ""Audiobook"": 214.0, ""Writing"": 114.0, ""Paranormal"": 113.0}",https://www.goodreads.com/book/show/42201395-sorcery-of-thorns,967
Gideon the Ninth,Tamsyn Muir,https://www.goodreads.com/author/show/6876324.Tamsyn_Muir,"The Emperor needs necromancers.The Ninth Necromancer needs a swordswoman.Gideon has a sword, some dirty magazines, and no more time for undead bullshit.Brought up by unfriendly, ossifying nuns, ancient retainers, and countless skeletons, Gideon is ready to abandon a life of servitude and an afterlife as a reanimated corpse. She packs up her sword, her shoes, and her dirty magazines, and prepares to launch her daring escape. But her childhood nemesis won't set her free without a service.Harrowhark Nonagesimus, Reverend Daughter of the Ninth House and bone witch extraordinaire, has been summoned into action. The Emperor has invited the heirs to each of his loyal Houses to a deadly trial of wits and skill. If Harrowhark succeeds she will become an immortal, all-powerful servant of the Resurrection, but no necromancer can ascend without their cavalier. Without Gideon's sword, Harrow will fail, and the Ninth House will die.Of course, some things are better left dead.",4.2,35830.0,7054.0,448.0,Hardcover,September 10th 2019,Tor,1250313198,English,"{""Fantasy"": 166.0, ""Science Fiction"": 1189.0, ""LGBT"": 675.0, ""Fiction"": 654.0, ""Horror"": 498.0, ""GLBT"": 331.0, ""Adult"": 292.0, ""Mystery"": 239.0, ""Audiobook"": 192.0}",https://www.goodreads.com/book/show/42036538-gideon-the-ninth,968
The Winter of the Witch,Katherine Arden,https://www.goodreads.com/author/show/13922215.Katherine_Arden,"Following their adventures in The Bear and the Nightingale and The Girl in the Tower, Vasya and Morozko return in this stunning conclusion to the bestselling Winternight Trilogy, battling enemies mortal and magical to save both Russias, the seen and the unseen. Now Moscow has been struck by disaster. Its people are searching for answers—and for someone to blame. Vasya finds herself alone, beset on all sides. The Grand Prince is in a rage, choosing allies that will lead him on a path to war and ruin. A wicked demon returns, stronger than ever and determined to spread chaos. Caught at the center of the conflict is Vasya, who finds the fate of two worlds resting on her shoulders. Her destiny uncertain, Vasya will uncover surprising truths about herself and her history as she desperately tries to save Russia, Morozko, and the magical world she treasures. But she may not be able to save them all.Advance praise for The Winter of the Witch“Katherine Arden’s Winternight Trilogy isn’t just good—it’s hug-to-your-chest, straight-to-the-favorites-shelf, reread-immediately good, and each book just gets better. The Winter of the Witch plunges us back to fourteenth-century Moscow, where old gods and new vie for the soul of Russia and fate rests on a witch girl’s slender shoulders. Prepare to have your heart ripped out, loaned back to you full of snow and magic, and ripped out some more.”—Laini Taylor",4.5,41607.0,5961.0,384.0,ebook,January 8th 2019,Del Rey,1101886005,English,"{""Fantasy"": 180.0, ""Historical"": 262.0, ""Fiction"": 542.0, ""Young Adult"": 294.0, ""Romance"": 172.0, ""Adult"": 161.0, ""Cultural"": 160.0}",https://www.goodreads.com/book/show/36621586-the-winter-of-the-witch,969
On the Come Up,Angie Thomas,https://www.goodreads.com/author/show/15049422.Angie_Thomas,"Sixteen-year-old Bri wants to be one of the greatest rappers of all time. Or at least win her first battle. As the daughter of an underground hip hop legend who died right before he hit big, Bri’s got massive shoes to fill.But it’s hard to get your come up when you’re labeled a hoodlum at school, and your fridge at home is empty after your mom loses her job. So Bri pours her anger and frustration into her first song, which goes viral . . . for all the wrong reasons.Bri soon finds herself at the center of a controversy, portrayed by the media as more menace than MC. But with an eviction notice staring her family down, Bri doesn’t just want to make it—she has to. Even if it means becoming the very thing the public has made her out to be. Insightful, unflinching, and full of heart, On the Come Up is an ode to hip hop from one of the most influential literary voices of a generation. It is the story of fighting for your dreams, even as the odds are stacked against you; and about how, especially for young black people, freedom of speech isn’t always free.--harpercollins.ca",4.3,66082.0,9713.0,464.0,ebook,February 2019,Balzer + Bray,0062498568,English,"{""Young Adult"": 136.0, ""Contemporary"": 1475.0, ""Fiction"": 1046.0, ""Audiobook"": 527.0, ""Realistic Fiction"": 395.0, ""Music"": 208.0, ""Cultural"": 127.0, ""Family"": 122.0}",https://www.goodreads.com/book/show/35068618-on-the-come-up,970
Preludes & Nocturnes,Neil Gaiman,https://www.goodreads.com/author/show/1221698.Neil_Gaiman,"
Librarian Note: If you're looking for the Audible adaptation of the first three volumes it is here.
New York Times best-selling author Neil Gaiman's transcendent series SANDMAN is often hailed as the definitive Vertigo title and one of the finest achievements in graphic storytelling. Gaiman created an unforgettable tale of the forces that exist beyond life and death by weaving ancient mythology, folklore and fairy tales with his own distinct narrative vision.In PRELUDES &amp; NOCTURNES, an occultist attempting to capture Death to bargain for eternal life traps her younger brother Dream instead. After his 70 year imprisonment and eventual escape, Dream, also known as Morpheus, goes on a quest for his lost objects of power. On his arduous journey, Morpheus encounters Lucifer, John Constantine, and an all-powerful madman.This book also includes the story ""The Sound of Her Wings,"" which introduces us to the pragmatic and perky goth girl Death.Includes issues 1-8 of the original series.",4.23,215529.0,6395.0,233.0,Hardcover,December 1st 1998,Vertigo,1563892278,English,"{""Sequential Art"": 4789.0, ""Fantasy"": 197.0, ""Fiction"": 1318.0, ""Horror"": 987.0, ""Graphic Novels Comics"": 601.0, ""Comics"": 400.0, ""Science Fiction Fantasy"": 179.0}",https://www.goodreads.com/book/show/23754.Preludes_Nocturnes,971
The Vanishing Stair,Maureen Johnson,https://www.goodreads.com/author/show/10317.Maureen_Johnson,"All Stevie Bell wanted was to find the key to the Ellingham mystery, but instead she found her classmate dead. And while she solved that murder, the crimes of the past are still waiting in the dark. Just as Stevie feels she’s on the cusp of putting it together, her parents pull her out of Ellingham academy.For her own safety they say. She must move past this obsession with crime. Now that Stevie’s away from the school of topiaries and secret tunnels, and her strange and endearing friends, she begins to feel disconnected from the rest of the world. At least she won’t have to see David anymore. David, who she kissed. David, who lied to her about his identity—son of despised politician Edward King. Then King himself arrives at her house to offer a deal: He will bring Stevie back to Ellingham immediately. In return, she must play nice with David. King is in the midst of a campaign and can’t afford his son stirring up trouble. If Stevie’s at school, David will stay put.The tantalizing riddles behind the Ellingham murders are still waiting to be unraveled, and Stevie knows she’s so close. But the path to the truth has more twists and turns than she can imagine—and moving forward involves hurting someone she cares for. In New York Times bestselling author Maureen Johnson’s second novel of the Truly Devious series, nothing is free, and someone will pay for the truth with their life.",4.24,33230.0,5307.0,369.0,Hardcover,January 22nd 2019,Katherine Tegen Books,0062338080,English,"{""Mystery"": 115.0, ""Young Adult"": 1097.0, ""Contemporary"": 355.0, ""Audiobook"": 329.0, ""Fiction"": 262.0, ""Thriller"": 153.0, ""School Stories"": 74.0, ""Historical"": 65.0}",https://www.goodreads.com/book/show/39893545-the-vanishing-stair,972
Harry Potter and the Order of the Phoenix,J.K. Rowling,https://www.goodreads.com/author/show/1077326.J_K_Rowling,"There is a door at the end of a silent corridor. And it’s haunting Harry Pottter’s dreams. Why else would he be waking in the middle of the night, screaming in terror?Harry has a lot on his mind for this, his fifth year at Hogwarts: a Defense Against the Dark Arts teacher with a personality like poisoned honey; a big surprise on the Gryffindor Quidditch team; and the looming terror of the Ordinary Wizarding Level exams. But all these things pale next to the growing threat of He-Who-Must-Not-Be-Named - a threat that neither the magical government nor the authorities at Hogwarts can stop.As the grasp of darkness tightens, Harry must discover the true depth and strength of his friends, the importance of boundless loyalty, and the shocking price of unbearable sacrifice.His fate depends on them all.",4.5,2557599.0,43327.0,870.0,Paperback,September 2004,Scholastic Inc.,0439358078,English,"{""Fantasy"": 3940.0, ""Young Adult"": 15646.0, ""Fiction"": 13682.0, ""Childrens"": 1692.0, ""Adventure"": 2050.0, ""Audiobook"": 1734.0, ""Classics"": 1327.0, ""Science Fiction Fantasy"": 1287.0}",https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,973
Punching the Air,Ibi Zoboi,https://www.goodreads.com/author/show/5241080.Ibi_Zoboi,"From award-winning, bestselling author Ibi Zoboi and prison reform activist Yusef Salaam of the Exonerated Five comes a powerful YA novel in verse about a boy who is wrongfully incarcerated. Perfect for fans of Jason Reynolds, Walter Dean Myers, and Elizabeth Acevedo. The story that I thoughtwas my lifedidn’t start on the dayI was born Amal Shahid has always been an artist and a poet. But even in a diverse art school, he’s seen as disruptive and unmotivated by a biased system. Then one fateful night, an altercation in a gentrifying neighborhood escalates into tragedy. “Boys just being boys” turns out to be true only when those boys are white. The story that I thinkwill be my life starts todaySuddenly, at just sixteen years old, Amal’s bright future is upended: he is convicted of a crime he didn’t commit and sent to prison. Despair and rage almost sink him until he turns to the refuge of his words, his art. This never should have been his story. But can he change it? With spellbinding lyricism, award-winning author Ibi Zoboi and prison reform activist Yusef Salaam tell a moving and deeply profound story about how one boy is able to maintain his humanity and fight for the truth, in a system designed to strip him of both.",4.54,5056.0,1169.0,400.0,Hardcover,September 1st 2020,Balzer + Bray,0062996487,English,"{""Young Adult"": 24.0, ""Poetry"": 352.0, ""Contemporary"": 239.0, ""Fiction"": 114.0, ""Realistic Fiction"": 75.0, ""Audiobook"": 69.0, ""Race"": 50.0, ""Social Movements"": 44.0}",https://www.goodreads.com/book/show/49151299-punching-the-air,974
The Dragon Republic,R.F. Kuang,https://www.goodreads.com/author/show/16820001.R_F_Kuang,"In the aftermath of the Third Poppy War, shaman and warrior Rin is on the run: haunted by the atrocity she committed to end the war, addicted to opium, and hiding from the murderous commands of her vengeful god, the fiery Phoenix. Her only reason for living is to get revenge on the traitorous Empress who sold out Nikan to their enemies.With no other options, Rin joins forces with the powerful Dragon Warlord, who has a plan to conquer Nikan, unseat the Empress, and create a new Republic. Rin throws herself into his war. After all, making war is all she knows how to do.But the Empress is a more powerful foe than she appears, and the Dragon Warlord’s motivations are not as democratic as they seem. The more Rin learns, the more she fears her love for Nikan will drive her away from every ally and lead her to rely more and more on the Phoenix’s deadly power. Because there is nothing she won’t sacrifice for her country and her vengeanceThe sequel to R.F. Kuang’s acclaimed debut THE POPPY WAR, THE DRAGON REPUBLIC combines the history of 20th-century China with a gripping world of gods and monsters, to devastating effect.",4.36,15856.0,3245.0,654.0,Hardcover,August 6th 2019,Harper Voyager,0062662635,English,"{""Fantasy"": 53.0, ""Adult"": 227.0, ""Fiction"": 215.0, ""Historical"": 64.0, ""Audiobook"": 68.0, ""War"": 56.0, ""Adult Fiction"": 38.0}",https://www.goodreads.com/book/show/41212753-the-dragon-republic,975
"Nigella Express: Good Food, Fast",Nigella Lawson,https://www.goodreads.com/author/show/21686.Nigella_Lawson,"This is the first time that we've ever launched a cookbook alongside a brand new show. Nigella's ratings are through the roof, and she was recently featured in In Style. The cookbook is all of the delicious foods Nigella is known for but the emphasis is on fast, really fast! This is for everyone who loves good food, but just doesn't have time or patience at the end of the day for a long, drawn-out cooking session. More than 130 recipes!",3.94,25590.0,264.0,400.0,Hardcover,November 1st 2007,Hachette Books,1401322433,English,"{""Food and Drink"": 4.0, ""Nonfiction"": 72.0, ""Reference"": 28.0, ""How To"": 3.0}",https://www.goodreads.com/book/show/468070.Nigella_Express,976
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,https://www.goodreads.com/author/show/3915.Steven_Pinker,"In The Blank Slate, Steven Pinker explores the idea of human nature and its moral, emotional, and political colorings. He shows how many intellectuals have denied the existence of human nature by embracing three linked dogmas: the Blank Slate (the mind has no innate traits), the Noble Savage (people are born good and corrupted by society), and the Ghost in the Machine (each of us has a soul that makes choices free from biology). Each dogma carries a moral burden, so their defenders have engaged in desperate tactics to discredit the scientists who are now challenging them.Pinker injects calm and rationality into these debates by showing that equality, progress, responsibility, and purpose have nothing to fear from discoveries about a rich human nature. He disarms even the most menacing threats with clear thinking, common sense, and pertinent facts from science and history.Despite its popularity among intellectuals during much of the twentieth century, he argues, the doctrine of the Blank Slate may have done more harm than good. It denies our common humanity and our individual preferences, replaces hardheaded analyses of social problems with feel-good slogans, and distorts our understanding of government, violence, parenting, and the arts.Pinker shows that an acknowledgement of human nature that is grounded in science and common sense, far from being dangerous, can complement insights about the human condition made by millennia of artists and philosophers. All this is done in the style that earned his previous books many prizes and worldwide acclaim: wit, lucidity, and insight into matters great and small.",4.08,21691.0,918.0,528.0,Paperback,August 26th 2003,Penguin Books,0142003344,English,"{""Psychology"": 1125.0, ""Science"": 83.0, ""Nonfiction"": 845.0, ""Philosophy"": 497.0, ""Sociology"": 111.0, ""Biology"": 55.0, ""Politics"": 66.0, ""Anthropology"": 54.0}",https://www.goodreads.com/book/show/5752.The_Blank_Slate,977
The Hitchhiker's Guide to the Galaxy,Douglas Adams,https://www.goodreads.com/author/show/4.Douglas_Adams,"Seconds before the Earth is demolished to make way for a galactic freeway, Arthur Dent is plucked off the planet by his friend Ford Prefect, a researcher for the revised edition of The Hitchhiker's Guide to the Galaxy who, for the last fifteen years, has been posing as an out-of-work actor.Together this dynamic pair begin a journey through space aided by quotes from The Hitchhiker's Guide (""A towel is about the most massively useful thing an interstellar hitchhiker can have"") and a galaxy-full of fellow travelers: Zaphod Beeblebrox—the two-headed, three-armed ex-hippie and totally out-to-lunch president of the galaxy; Trillian, Zaphod's girlfriend (formally Tricia McMillan), whom Arthur tried to pick up at a cocktail party once upon a time zone; Marvin, a paranoid, brilliant, and chronically depressed robot; Veet Voojagig, a former graduate student who is obsessed with the disappearance of all the ballpoint pens he bought over the years.",4.22,1464832.0,30781.0,193.0,Paperback,June 23rd 2007,Del Rey,,English,"{""Science Fiction"": 14321.0, ""Fiction"": 10344.0, ""Humor"": 1832.0, ""Fantasy"": 4487.0, ""Classics"": 4354.0, ""Science Fiction Fantasy"": 1421.0, ""Audiobook"": 1041.0, ""Adventure"": 851.0, ""Novels"": 686.0}",https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,978
Old Possum's Book of Practical Cats,T.S. Eliot,https://www.goodreads.com/author/show/18540.T_S_Eliot,"T. S. Eliot's playful cat poems have delighted readers and cat lovers around the world ever since they were first published in 1939. They were originally composed for his godchildren, with Eliot posing as Old Possum himself, and later inspired the legendary musical Cats.",4.07,23745.0,1574.0,56.0,Hardcover,August 30th 1982,Harcourt Brace & Company,0151686564,English,"{""Poetry"": 2468.0, ""Classics"": 446.0, ""Fiction"": 231.0, ""Animals"": 152.0, ""Humor"": 127.0, ""Childrens"": 108.0, ""Literature"": 34.0, ""European Literature"": 24.0}",https://www.goodreads.com/book/show/402128.Old_Possum_s_Book_of_Practical_Cats,979
The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,https://www.goodreads.com/author/show/1194.Richard_Dawkins,"Charles Darwin’s masterpiece, On the Origin of Species, shook society to its core on publication in 1859. Darwin was only too aware of the storm his theory of evolution would provoke but he would surely have raised an incredulous eyebrow at the controversy still raging a century and a half later. Evolution is accepted as scientific fact by all reputable scientists and indeed theologians, yet millions of people continue to question its veracity.In The Greatest Show on Earth Richard Dawkins takes on creationists, including followers of ‘Intelligent Design’ and all those who question the fact of evolution through natural selection. Like a detective arriving on the scene of a crime, he sifts through fascinating layers of scientific facts and disciplines to build a cast-iron case: from the living examples of natural selection in birds and insects; the ‘time clocks’ of trees and radioactive dating that calibrate a timescale for evolution; the fossil record and the traces of our earliest ancestors; to confirmation from molecular biology and genetics. All of this, and much more, bears witness to the truth of evolution.The Greatest Show on Earth comes at a critical time: systematic opposition to the fact of evolution is now flourishing as never before, especially in America. In Britain and elsewhere in the world, teachers witness insidious attempts to undermine the status of science in their classrooms. Richard Dawkins provides unequivocal evidence that boldly and comprehensively rebuts such nonsense. At the same time he shares with us his palpable love of the natural world and the essential role that science plays in its interpretation. Written with elegance, wit and passion, it is hard-hitting, absorbing and totally convincing.",4.15,48773.0,1923.0,470.0,Hardcover,September 10th 2009,Bantam Press,059306173X,English,"{""Science"": 111.0, ""Nonfiction"": 1587.0, ""Biology"": 448.0, ""Religion"": 117.0, ""Philosophy"": 99.0, ""History"": 92.0, ""Audiobook"": 51.0}",https://www.goodreads.com/book/show/6117055-the-greatest-show-on-earth,980
Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,https://www.goodreads.com/author/show/256.Jared_Diamond,"Brilliant, illuminating, and immensely absorbing, Collapse is destined to take its place as one of the essential books of our time, raising the urgent question: How can our world best avoid committing ecological suicide?In his million-copy bestseller Guns, Germs, and Steel, Jared Diamond examined how and why Western civilizations developed the technologies and immunities that allowed them to dominate much of the world. Now in this brilliant companion volume, Diamond probes the other side of the equation: What caused some of the great civilizations of the past to collapse into ruin, and what can we learn from their fates?As in Guns, Germs, and Steel, Diamond weaves an all-encompassing global thesis through a series of fascinating historical-cultural narratives. Moving from the Polynesian cultures on Easter Island to the flourishing American civilizations of the Anasazi and the Maya and finally to the doomed Viking colony on Greenland, Diamond traces the fundamental pattern of catastrophe. Environmental damage, climate change, rapid population growth, and unwise political choices were all factors in the demise of these societies, but other societies found solutions and persisted. Similar problems face us today and have already brought disaster to Rwanda and Haiti, even as China and Australia are trying to cope in innovative ways. Despite our own society's apparently inexhaustible wealth and unrivaled political power, ominous warning signs have begun to emerge even in ecologically robust areas like Montana.Brilliant, illuminating, and immensely absorbing, Collapse is destined to take its place as one of the essential books of our time, raising the urgent question: How can our world best avoid committing ecological suicide?",3.92,63038.0,3358.0,608.0,Paperback,December 27th 2005,Penguin Books Ltd. (London),0143036556,English,"{""History"": 2579.0, ""Nonfiction"": 2541.0, ""Science"": 947.0, ""Anthropology"": 451.0, ""Sociology"": 323.0, ""Environment"": 301.0, ""Politics"": 285.0, ""Economics"": 194.0, ""Culture"": 113.0, ""Social Science"": 97.0}",https://www.goodreads.com/book/show/475.Collapse,981
Foundation and Empire,Isaac Asimov,https://www.goodreads.com/author/show/16667.Isaac_Asimov,"Foundation and Empire tells the incredible story of a new breed of man who create a new force for galactic government. Thus, the Foundation hurtles into conflict with the decadent, decrepit First Empire. In this struggle for power amid the chaos of the stars, man stands at the threshold of a new, enlightened life which could easily be put aside for the old forces of barbarism. The Foundation novels of Isaac Asimov constitute what is very likely the most famed epic in all of science-fiction",4.21,159899.0,3226.0,256.0,Hardcover,June 1st 2004,Spectra Books,0553803727,English,"{""Science Fiction"": 4773.0, ""Fiction"": 1635.0, ""Classics"": 459.0, ""Science Fiction Fantasy"": 280.0, ""Space"": 98.0, ""Fantasy"": 147.0, ""Novels"": 127.0, ""Speculative Fiction"": 79.0, ""Audiobook"": 70.0}",https://www.goodreads.com/book/show/29581.Foundation_and_Empire,982
